,,,Sr #,Compliance name,Country,Sr #,Cyber,Risk Category,Risk level,Service,Rule Name#,CyberQ Rule ID,Rule from Scanner,Match,Implemented in AWAF Folder,Added in Rule Set ,Version,Rational,AWS Ref Link,Remediation Link,Compliance Appliable,CIS Control ID,CIS Control Dis,NIST Control ID,NIST  Control Dis,ISO Control ID,ISO Control Dis,CCM v3 Control ID,CCM v3 Control Dis,AWAF Control ID,AWAF Control Dis,PCI DSS v3.2.1
Control id,PCI DSS v3.2.1
Control dis,GDPR Control ID,GDPR Control dis,,Jira Refernce ,Remediation 
,CQ-AWS-IAM-029,,,,,#REF!,CQ-AWS-EC2-055,Data,MEDIUM,EC2,Ensure the Instance Metadata Service Version 2 (IMDSv2) method is enabled to help protect access and control of Amazon Elastic Compute Cloud (Amazon EC2) instance metadata.,CQ-AWS-EC2-055,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-030,,,,,#REF!,CQ-AWS-EC2-024,NA,HIGH,EC2,Ensure that none of your AWS EC2 Reserved Instance purchases are pending.,CQ-AWS-EC2-024,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-031,,,,,#REF!,CQ-AWS-EC2-080,Network,HIGH,EC2,Ensure managed NAT instances exist in at least 2 AZs for availability purposes,CQ-AWS-EC2-080,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-033,,,,,#REF!,CQ-AWS-EC2-056,User,MEDIUM,EC2,Use Instance Profiles/IAM Roles to appropriately grant permissions to applications running on amazon EC2 instances,CQ-AWS-EC2-056,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-035,,,,,#REF!,CQ-AWS-EC2-058,Network,MEDIUM,EC2,Determine if a subnet is at risk of running out of IP addresses - 80 % ip used in subnet.,CQ-AWS-EC2-058,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-070,,,,,#REF!,CQ-AWS-EC2-059,Data,HIGH,EC2,Ensure EC2 instance metadata is updated to require HttpTokens or disable HttpEndpoint,CQ-AWS-EC2-059,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-037,,,,,#REF!,CQ-AWS-EC2-060,Data,HIGH,EC2,Ensure there is no EC2 instance with the instance type blacklisted, available in your AWS account.,CQ-AWS-EC2-060,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-075,,,,,#REF!,CQ-AWS-EC2-061,Data,HIGH,EC2,Ensure all EBS volumes for Web-Tier are encrypted,CQ-AWS-EC2-061,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-041,,,,,#REF!,CQ-AWS-EC2-062,Data,HIGH,EC2,Ensure all EBS volumes for App-Tier are encrypted,CQ-AWS-EC2-062,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-042,,,,,#REF!,CQ-AWS-EC2-064,Data,HIGH,EC2,Ensure all Customer owned Amazon Machine Images for Web Tier are not shared publicly,CQ-AWS-EC2-064,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-043,,,,,#REF!,CQ-AWS-EC2-065,Data,HIGH,EC2,Ensure all Customer owned Amazon Machine Images for Application Tier are not shared publicly,CQ-AWS-EC2-065,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-044-A,,,,,#REF!,CQ-AWS-EC2-066,User,HIGH,EC2,Ensure an IAM Role for Amazon EC2 is created for Web Tier,CQ-AWS-EC2-066,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-044-B,,,,,#REF!,CQ-AWS-EC2-067,User,HIGH,EC2,Ensure an IAM Role for Amazon EC2 is created for App Tier,CQ-AWS-EC2-067,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-045,,,,,#REF!,CQ-AWS-EC2-068,Network,HIGH,EC2,Use a Web-Tier ELB Security Group to accept only HTTP/HTTPS,CQ-AWS-EC2-068,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-046,,,,,#REF!,CQ-AWS-EC2-069,Network,HIGH,EC2,Ensure Web tier ELB Security Group is not used in the Auto Scaling launch configuration of any other tier (Web, App),CQ-AWS-EC2-069,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-IAM-069,,,,,#REF!,CQ-AWS-EC2-070,Network,HIGH,EC2,Create the Web tier Security Group and ensure it allows inbound connections from Web tier ELB Security Group for explicit ports,CQ-AWS-EC2-070,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-KMS-008,,,,,#REF!,CQ-AWS-EC2-071,Network,HIGH,EC2,Ensure Web tier Security Group has no inbound rules for CIDR of 0 (Global Allow),CQ-AWS-EC2-071,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-KMS-007,,,,,#REF!,CQ-AWS-EC2-072,Network,HIGH,EC2,Create the App tier ELB Security Group and ensure only accepts HTTP/HTTPS,CQ-AWS-EC2-072,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-KMS-001,,,,,#REF!,CQ-AWS-EC2-073,Network,HIGH,EC2,Create the App tier Security Group and ensure it allows inbound connections from App tier ELB Security Group for explicit ports,CQ-AWS-EC2-073,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-LAM-003,,,,,#REF!,CQ-AWS-EC2-074,Network,HIGH,EC2,Ensure App tier Security Group has no inbound rules for CIDR of 0 (Global Allow),CQ-AWS-EC2-074,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-LAM-001,,,,,#REF!,CQ-AWS-EC2-075,Network,HIGH,EC2,Create the Data tier Security Group and ensure it allows inbound connections from App tier Security Group for explicit ports,CQ-AWS-EC2-075,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-LAM-006,,,,,#REF!,CQ-AWS-EC2-076,Network,HIGH,EC2,Ensure Data tier Security Group has no inbound rules for CIDR of 0 (Global Allow),CQ-AWS-EC2-076,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-LAM-005,,,,,#REF!,CQ-AWS-EC2-077,Network,HIGH,EC2,Ensure EC2 instances within Web Tier have no Elastic / Public IP addresses associated,CQ-AWS-EC2-077,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-LAM-008,,,,,#REF!,CQ-AWS-EC2-078,Network,HIGH,EC2,Ensure EC2 instances within App Tier have no Elastic / Public IP addresses associated,CQ-AWS-EC2-078,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-LAM-007,,,,,#REF!,CQ-AWS-EC2-079,Network,HIGH,EC2,Ensure EC2 instances within Data Tier have no Elastic / Public IP addresses associated,CQ-AWS-EC2-079,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-002,,,,,#REF!,CQ-AWS-ECR-001,Data, Network,HIGH,ECR,Ensure that AWS Elastic Container Registry (ECR) repositories are not exposed to everyone.,CQ-AWS-ECR-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-021,,,,,#REF!,CQ-AWS-ECR-002,Data,MEDIUM,ECR,Ensure that each Amazon ECR container image is automatically scanned for vulnerabilities when pushed to a repository.,CQ-AWS-ECR-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-003,,,,,#REF!,CQ-AWS-ECR-003,Data,LOW,ECR,Ensure that Amazon ECR image repositories are using lifecycle policies for cost optimization.,CQ-AWS-ECR-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-004,,,,,#REF!,CQ-AWS-ECR-004,Data, User,HIGH,ECR,Ensure that Amazon ECR repositories do not allow unknown cross account access.,CQ-AWS-ECR-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-005,,,,,#REF!,CQ-AWS-ECS-001,Data,MEDIUM,ECS,Ensure that your Amazon ECS cluster services are using optimal placement strategies.,CQ-AWS-ECS-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-025,,,,,#REF!,CQ-AWS-ECS-002,Data,MEDIUM,ECS,Ensure that your Amazon ECS instances are using the latest ECS container agent version.,CQ-AWS-ECS-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-026,,,,,#REF!,CQ-AWS-ECS-003,Data,MEDIUM,ECS,Ensure that your Amazon ECS cluster services are using the latest Fargate platform version,CQ-AWS-ECS-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-032,,,,,#REF!,CQ-AWS-ECS-004,Data,LOW,ECS,Ensure that CloudWatch Container Insights feature is enabled for your AWS ECS clusters.,CQ-AWS-ECS-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-006,,,,,#REF!,CQ-AWS-ECS-005,Data,HIGH,ECS,Ensure that a log driver has been defined for each active Amazon ECS task definition.,CQ-AWS-ECS-005,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-022,,,,,#REF!,CQ-AWS-ECS-009,Data,HIGH,ECS,Amazon Elastic Container Service (ECS) configuration changes have been detected in your AWS account,CQ-AWS-ECS-009,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-007,,,,,#REF!,CQ-AWS-EFS-001,Data,HIGH,EFS,Ensure EFS file systems are encrypted with KMS Customer Master Keys (CMKs) in order to have full control over data encryption and decryption.,CQ-AWS-EFS-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-008,,,,,#REF!,CQ-AWS-EFS-002,Data,HIGH,EFS,Ensure encryption is enabled for AWS EFS file systems to protect your data at rest.,CQ-AWS-EFS-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-031,,,,,#REF!,CQ-AWS-EKS-001,Network,HIGH,EKS,EKS Security Groups
Ensure that AWS EKS security groups are configured to allow incoming traffic only on TCP port 443.,CQ-AWS-EKS-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-009,,,,,#REF!,CQ-AWS-EKS-002,Data,MEDIUM,EKS,Kubernetes Cluster Logging
Ensure that EKS control plane logging is enabled for your Amazon EKS clusters.,CQ-AWS-EKS-002,#REF!,#REF!,Y,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-010,,,,,#REF!,CQ-AWS-EKS-003,Data,MEDIUM,EKS,Kubernetes Cluster Version
Ensure that the latest version of Kubernetes is installed on your Amazon EKS clusters.,CQ-AWS-EKS-003,#REF!,#REF!,Y,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-033,,,,,#REF!,CQ-AWS-EKS-004,Data,LOW,EKS,Monitor Amazon EKS Configuration Changes
Amazon EKS configuration changes have been detected within your Amazon Web Services account.,CQ-AWS-EKS-004,#REF!,#REF!,TBD,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-011,,,,,#REF!,CQ-AWS-EKS-005,Network,HIGH,EKS,Publicly Accessible Cluster Endpoints
Ensure that AWS EKS cluster endpoint access is not public and prone to security risks.,CQ-AWS-EKS-005,#REF!,#REF!,Y,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-012,,,,,#REF!,CQ-AWS-ELB-001,Network,HIGH,ELB,Ensure ELB is using HTTPS/SSL listener.,CQ-AWS-ELB-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-013,,,,,#REF!,CQ-AWS-ELB-002,Network,MEDIUM,ELB,Ensure AWS Elastic Load Balancer logging is enabled,CQ-AWS-ELB-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-014,,,,,#REF!,CQ-AWS-ELB-003,Network,MEDIUM,ELB,Ensure ELB have the latest SSL security policy configured,CQ-AWS-ELB-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-CWT-015,,,,,#REF!,CQ-AWS-ELB-004,Network,HIGH,ELB,Ensure Elastic Load Balancer has application layer health check configured.,CQ-AWS-ELB-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-ORG-002,,,,,#REF!,CQ-AWS-ELB-005,Network,MEDIUM,ELB,Ensure that Connection Draining feature enabled for your Load Balancer,CQ-AWS-ELB-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-ORG-003,,,,,#REF!,CQ-AWS-ELB-006,Network,MEDIUM,ELB,Ensure high availability for your ELBs by using Cross-Zone Load Balancing with multiple subnets in different AZs,CQ-AWS-ELB-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-017,,,,,#REF!,CQ-AWS-ELB-007,Network,MEDIUM,ELB,Ensure your ELBs do not use insecure or deprecated SSL ciphers.,CQ-AWS-ELB-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-018,,,,,#REF!,CQ-AWS-ELB-009,Network,MEDIUM,ELB,Ensure even distribution of backend instances registered to an ELB across Availability Zones.,CQ-AWS-ELB-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-043,,,,,#REF!,CQ-AWS-ELB-010,Network,HIGH,ELB,Ensure there is a minimum number of two healthy backend instances associated with each ELB.,CQ-AWS-ELB-010,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-042,,,,,#REF!,CQ-AWS-ELB-011,Network,HIGH,ELB,Ensure there are valid security groups associated with your Elastic Load Balancer.,CQ-AWS-ELB-011,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-003,,,,,#REF!,CQ-AWS-ELB-013,Network,HIGH,ELB,Identify idle Elastic Load Balancers (ELBs) and terminate them in order to optimize AWS costs.,CQ-AWS-ELB-013,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-005,,,,,#REF!,CQ-AWS-ELB-014,Network,HIGH,ELB,Ensure Amazon internet-facing ELBs/ALBs are regularly reviewed for security purposes (informational).,CQ-AWS-ELB-014,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-020,,,,,#REF!,CQ-AWS-ELB-015,Network,LOW,ELB,Identify and remove any unused Elastic Load Balancers for cost optimization.,CQ-AWS-ELB-015,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-029,,,,,#REF!,CQ-AWS-ELB-016,Network,HIGH,ELB,Ensure to detect upcoming expiration of certificates used with ELBs,CQ-AWS-ELB-016,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-024,,,,,#REF!,CQ-AWS-ELB-017,Network,HIGH,ELB,Ensure App Tier ELB have SSL\TLS Certificate attached,CQ-AWS-ELB-017,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-026,,,,,#REF!,CQ-AWS-ELB-018,Network,HIGH,ELB,Ensure App Tier ELB have the latest SSL Security Policies configured,CQ-AWS-ELB-018,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-011,,,,,#REF!,CQ-AWS-ELB-019,Network,HIGH,ELB,Ensure App Tier ELB is using HTTPS listener,CQ-AWS-ELB-019,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-028,,,,,#REF!,CQ-AWS-ELB-020,Network,HIGH,ELB,Ensure all Public Web Tier SSL\TLS certificates are >30 days from Expiration,CQ-AWS-ELB-020,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-013,,,,,#REF!,CQ-AWS-ELB-021,Network,HIGH,ELB,Ensure Web Tier ELB have SSL/TLS Certificate attached,CQ-AWS-ELB-021,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-006,,,,,#REF!,CQ-AWS-ELB-022,Network,HIGH,ELB,Ensure Web Tier ELB have the latest SSL Security Policies configured,CQ-AWS-ELB-022,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-014,,,,,#REF!,CQ-AWS-ELB-023,Network,MEDIUM,ELB, Ensure AWS Elastic Load Balancer logging is enabled,CQ-AWS-ELB-023,#REF!,#REF!,Y,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-016,,,,,#REF!,CQ-AWS-ELB-024,Network,HIGH,ELB,Ensure subnets for the Web tier ELB are created,CQ-AWS-ELB-024,#REF!,#REF!,TT,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-008,,,,,#REF!,CQ-AWS-ELBV2-001,Network,HIGH,ELBv2,Ensure that your Application Load Balancer (ALB) listeners are using a secure protocol such as HTTPS.,CQ-AWS-ELBV2-001,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-030,,,,,#REF!,CQ-AWS-ELBV2-002,Network,HIGH,ELBv2,Ensure that your Amazon ELBv2 load balancers have secure and valid security groups.,CQ-AWS-ELBV2-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-004,,,,,#REF!,CQ-AWS-ELBV2-003,Network,MEDIUM,ELBv2,Ensure AWS Application Load Balancers (ALBs) are using the latest predefined security policy.,CQ-AWS-ELBV2-003,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-023,,,,,#REF!,CQ-AWS-ELBV2-004,Network,MEDIUM,ELBv2,Ensure access logging is enabled for your AWS ALBs to follow security best practices.,CQ-AWS-ELBV2-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-038,,,,,#REF!,CQ-AWS-ELBV2-005,Network,MEDIUM,ELBv2,Ensure Deletion Protection feature is enabled for your AWS load balancers to follow security best practices.,CQ-AWS-ELBV2-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-002,,,,,#REF!,CQ-AWS-ELBV2-006,Network,HIGH,ELBv2,Ensure there is a minimum number of two healthy target instances associated with each AWS ELBv2 load balancer.,CQ-AWS-ELBV2-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-019,,,,,#REF!,CQ-AWS-ELBV2-007,Network,HIGH,ELBv2,Ensure that your AWS Network Load Balancer listeners are using a secure protocol such as TLS,CQ-AWS-ELBV2-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-009,,,,,#REF!,CQ-AWS-ELBV2-008,Network,HIGH,ELBv2,Ensure internet-facing ELBv2 load balancers are regularly reviewed for security reasons (informational),CQ-AWS-ELBV2-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RDS-037,,,,,#REF!,CQ-AWS-ELBV2-009,Network,MEDIUM,ELBv2,Ensure that AWS Network Load Balancers are using the latest predefined security policy.,CQ-AWS-ELBV2-009,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-006,,,,,#REF!,CQ-AWS-ELBV2-010,Network,LOW,ELBv2,Identify unused Elastic Load Balancers (ELBv2) and delete them in order to reduce AWS costs.,CQ-AWS-ELBV2-010,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-009,,,,,#REF!,CQ-AWS-ELC-001,Data,LOW,ElastiCache,Ensure AWS ElastiCache clusters are not using the default ports set for Redis and Memcached cache engines.,CQ-AWS-ELC-001,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-008,,,,,#REF!,CQ-AWS-ELC-002,Data,MEDIUM,ElastiCache,Ensure Amazon ElastiCache clusters are deployed into a Virtual Private Cloud (VPC),CQ-AWS-ELC-002,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-001,,,,,#REF!,CQ-AWS-ELC-003,Data,MEDIUM,ElastiCache,Ensure that all your Amazon ElastiCache cluster cache nodes are of given types.,CQ-AWS-ELC-003,#REF!,#REF!,N,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-010,,,,,#REF!,CQ-AWS-ELC-004,Data,MEDIUM,ElastiCache,Ensure that the latest version of Redis/Memcached is used for your AWS ElastiCache clusters.,CQ-AWS-ELC-004,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-011,,,,,#REF!,CQ-AWS-ELC-005,Data,MEDIUM,ElastiCache,Ensure ElastiCache clusters are using the latest generation of nodes for cost and performance improvements.,CQ-AWS-ELC-005,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-007,,,,,#REF!,CQ-AWS-ELC-006,Data,MEDIUM,ElastiCache,Ensure your AWS account has not reached the limit set for the number of ElastiCache cluster nodes.,CQ-AWS-ELC-006,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-016,,,,,#REF!,CQ-AWS-ELC-007,Data,HIGH,ElastiCache,Ensure in-transit and at-rest encryption is enabled for Amazon ElastiCache Redis clusters.,CQ-AWS-ELC-007,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-017,,,,,#REF!,CQ-AWS-ELC-008,Data,MEDIUM,ElastiCache,Ensure Amazon ElastiCache Redis clusters have the Multi-AZ feature enabled.,CQ-AWS-ELC-008,#REF!,#REF!,Y,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-015,,,,,#REF!,CQ-AWS-ELC-009,Data,MEDIUM,ElastiCache,Ensure Amazon ElastiCache Reserved Cache Nodes (RCN) are renewed before expiration in next 30 days,CQ-AWS-ELC-009,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-012,,,,,#REF!,CQ-AWS-ELC-011,NA,HIGH,ElastiCache,Ensure AWS ElastiCache Reserved Node purchases have not failed.,CQ-AWS-ELC-011,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-004,,,,,#REF!,CQ-AWS-ELC-012,NA,HIGH,ElastiCache,Ensure AWS ElastiCache Reserved Node purchases are not pending.,CQ-AWS-ELC-012,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-002,,,,,#REF!,CQ-AWS-ELC-013,NA,LOW,ElastiCache,Ensure ElastiCache Reserved Cache Node purchases are regularly reviewed for cost optimization (informational).,CQ-AWS-ELC-013,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-RED-005,,,,,#REF!,CQ-AWS-ELC-014,NA,HIGH,ElastiCache,Identify any idle AWS ElastiCache nodes and terminate them in order to optimize your AWS costs.,CQ-AWS-ELC-014,#REF!,#REF!,Cost,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-009,,,,,#REF!,CQ-AWS-ELC-015,Data,HIGH,ElastiCache,Ensure that your ElastiCache Reserved Cache Nodes are being utilized.,CQ-AWS-ELC-015,#REF!,#REF!,TBD,P1,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-003,,,,,#REF!,CQ-AWS-ELS-001,Data,LOW,ElasticsearchService,Ensure that Slow Logs feature is enabled for your Amazon Elasticsearch (ES) clusters.,CQ-AWS-ELS-001,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-004,,,,,#REF!,CQ-AWS-ELS-002,Data,LOW,ElasticsearchService,Ensure that Amazon ElasticSearch (ES) clusters are healthy (Green).,CQ-AWS-ELS-002,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-002,,,,,#REF!,CQ-AWS-ELS-003,Data,HIGH,ElasticsearchService,Ensure AWS ElasticSearch domains are encrypted with KMS Customer Master Keys.,CQ-AWS-ELS-003,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-008,,,,,#REF!,CQ-AWS-ELS-004,Data,MEDIUM,ElasticsearchService,Identify AWS ElasticSearch clusters with low free storage space and scale them to optimize their performance.,CQ-AWS-ELS-004,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-006,,,,,#REF!,CQ-AWS-ELS-005,Data,MEDIUM,ElasticsearchService,Ensure node-to-node encryption is enabled for your Amazon ElasticSearch (ES) clusters.,CQ-AWS-ELS-005,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-R53-010,,,,,#REF!,CQ-AWS-ELS-006,Network,MEDIUM,ElasticsearchService,Ensure only safelisted IP addresses can access your Amazon Elasticsearch domains.,CQ-AWS-ELS-006,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-024,,,,,#REF!,CQ-AWS-ELS-007,User,HIGH,ElasticsearchService,Ensure Amazon Elasticsearch clusters do not allow unknown cross account access.,CQ-AWS-ELS-007,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-001,,,,,#REF!,CQ-AWS-ELS-008,Data,LOW,ElasticsearchService,Ensure Amazon Elasticsearch clusters are using dedicated master nodes to increase the production environment stability.,CQ-AWS-ELS-008,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-012,,,,,#REF!,CQ-AWS-ELS-009,Data,LOW,ElasticsearchService,Ensure that all your Amazon Elasticsearch cluster instances are of given instance types.,CQ-AWS-ELS-009,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-013,,,,,#REF!,CQ-AWS-ELS-010,Network,HIGH,ElasticsearchService,Ensure Amazon Elasticsearch Service (ES) domains are not exposed to everyone.,CQ-AWS-ELS-010,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
,CQ-AWS-S3-015,,,,,#REF!,CQ-AWS-ELS-011,Network,HIGH,ElasticsearchService,Ensure AWS Elasticsearch domains are accessible from a Virtual Private Cloud (VPC).,CQ-AWS-ELS-011,#REF!,#REF!,N,P2,,,,,,,,,,,,,,,,,,,,,,
